journey_id,train_no,train_name,source_station,destination_station,zone,distance_km,journey_date,year,month,season,scheduled_arrival,actual_arrival,delay_mins,delay_category,delay_reason,platform_no,passengers_count,train_type
JRN1799,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-09-26,2023,September,Monsoon,23:30,00:18,48,Moderate Delay,Signal failure due to rain,8,575,Superfast
JRN1800,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-05-01,2022,May,Summer,19:15,19:15,0,On Time,No Delay,4,745,Express
JRN1801,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2023-03-09,2023,March,Summer,22:00,23:39,99,Major Delay,Congestion at junction,1,698,Superfast
JRN1802,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-03-22,2024,March,Summer,17:15,17:15,0,On Time,No Delay,7,641,Superfast
JRN1803,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-09-07,2022,September,Monsoon,07:15,07:15,0,On Time,No Delay,2,887,Superfast
JRN1804,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-01-07,2024,January,Winter,06:45,07:50,65,Major Delay,Dense fog signal restriction,4,951,Mail
JRN1805,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-09-21,2022,September,Monsoon,20:30,22:50,140,Severe Delay,Landslide near track,1,613,Superfast
JRN1806,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-02-13,2022,February,Winter,07:45,08:15,30,Minor Delay,Track inspection,2,651,Superfast
JRN1807,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-11-15,2024,November,Winter,22:15,22:15,0,On Time,No Delay,8,525,Express
JRN1808,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2022-12-03,2022,December,Winter,08:30,08:58,28,Minor Delay,Technical snag,5,840,Superfast
JRN1809,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-01-14,2024,January,Winter,09:45,10:26,41,Moderate Delay,Track inspection,7,706,Express
JRN1810,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-04-01,2022,April,Summer,06:45,07:57,72,Major Delay,Track maintenance,8,717,Superfast
JRN1811,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-09-11,2024,September,Monsoon,21:15,23:52,157,Severe Delay,Flood affected route,7,859,Superfast
JRN1812,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-05-28,2023,May,Summer,08:45,09:45,60,Moderate Delay,Signal failure,5,525,Express
JRN1813,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-10-24,2023,October,Winter,17:30,18:02,32,Moderate Delay,Late running due to fog,1,660,Superfast
JRN1814,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-04-28,2024,April,Summer,19:30,20:58,88,Major Delay,Late running connecting train,5,690,Express
JRN1815,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-09-18,2024,September,Monsoon,21:45,22:55,70,Major Delay,Flood affected route,8,573,Express
JRN1816,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-10-14,2024,October,Winter,16:30,17:02,32,Moderate Delay,Late running due to fog,2,690,Express
JRN1817,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-10-25,2023,October,Winter,11:00,11:08,8,Minor Delay,Track inspection,3,604,Express
JRN1818,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-11-07,2022,November,Winter,19:45,20:09,24,Minor Delay,Track inspection,3,944,Superfast
JRN1819,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-08-02,2023,August,Monsoon,22:30,22:30,0,On Time,No Delay,1,575,Superfast
JRN1820,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-01-10,2023,January,Winter,08:30,09:16,46,Moderate Delay,Cold wave speed restriction,7,596,Express
JRN1821,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-04-05,2024,April,Summer,10:30,11:07,37,Moderate Delay,Track maintenance,3,789,Mail
JRN1822,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-02-27,2024,February,Winter,13:30,13:30,0,On Time,No Delay,2,726,Superfast
JRN1823,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-01-22,2023,January,Winter,21:00,22:13,73,Major Delay,Dense fog signal restriction,4,670,Superfast
JRN1824,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-04-15,2024,April,Summer,08:30,08:30,0,On Time,No Delay,1,840,Superfast
JRN1825,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-01-11,2023,January,Winter,12:30,12:43,13,Minor Delay,Late running due to fog,6,708,Superfast
JRN1826,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-12-27,2024,December,Winter,14:45,14:46,1,Minor Delay,Track inspection,7,745,Superfast
JRN1827,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-02-18,2024,February,Winter,18:30,19:19,49,Moderate Delay,Track inspection,3,777,Express
JRN1828,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-10-02,2022,October,Winter,20:45,20:59,14,Minor Delay,Cold wave speed restriction,1,877,Superfast
JRN1829,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-07-09,2023,July,Monsoon,19:00,19:54,54,Moderate Delay,Signal failure due to rain,5,859,Superfast
JRN1830,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-02-22,2024,February,Winter,22:30,22:30,0,On Time,No Delay,2,783,Superfast
JRN1831,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-04-09,2024,April,Summer,18:00,18:10,10,Minor Delay,Track maintenance,4,840,Superfast
JRN1832,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-05-19,2024,May,Summer,10:15,11:15,60,Moderate Delay,Congestion at junction,8,877,Superfast
JRN1833,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-10-22,2024,October,Winter,13:15,14:01,46,Moderate Delay,Dense fog signal restriction,7,761,Express
JRN1834,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-11-17,2023,November,Winter,06:15,06:38,23,Minor Delay,Cold wave speed restriction,4,730,Express
JRN1835,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-03-03,2024,March,Summer,07:00,07:00,0,On Time,No Delay,7,667,Express
JRN1836,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-05-09,2023,May,Summer,06:15,06:41,26,Minor Delay,Signal failure,5,785,Express
JRN1837,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-02-02,2024,February,Winter,16:00,16:35,35,Moderate Delay,Technical snag,1,764,Superfast
JRN1838,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-07-22,2023,July,Monsoon,05:00,07:59,179,Severe Delay,Signal failure due to rain,1,893,Mail
JRN1839,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-05-22,2023,May,Summer,13:00,14:34,94,Major Delay,Track maintenance,7,612,Express
JRN1840,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-07-11,2022,July,Monsoon,22:45,23:13,28,Minor Delay,Landslide near track,5,934,Superfast
JRN1841,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-01-26,2022,January,Winter,20:15,20:50,35,Moderate Delay,Dense fog signal restriction,1,785,Express
JRN1842,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-04-10,2022,April,Summer,11:45,12:58,73,Major Delay,Late running connecting train,8,675,Mail
JRN1843,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2024-06-14,2024,June,Monsoon,18:30,18:53,23,Minor Delay,Landslide near track,3,726,Superfast
JRN1844,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-04-10,2023,April,Summer,14:30,15:04,34,Moderate Delay,Late running connecting train,3,783,Superfast
JRN1845,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-10-25,2024,October,Winter,06:15,06:54,39,Moderate Delay,Track inspection,7,755,Superfast
JRN1846,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-03-25,2022,March,Summer,12:00,12:52,52,Moderate Delay,Congestion at junction,6,726,Superfast
JRN1847,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-08-22,2023,August,Monsoon,16:00,17:32,92,Major Delay,Landslide near track,4,682,Express
JRN1848,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-04-10,2022,April,Summer,09:45,10:39,54,Moderate Delay,Congestion at junction,4,868,Superfast
JRN1849,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2023-04-26,2023,April,Summer,17:00,18:38,98,Major Delay,Congestion at junction,2,774,Superfast
JRN1850,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-12-09,2024,December,Winter,16:45,16:45,0,On Time,No Delay,2,951,Mail
JRN1851,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-08-02,2023,August,Monsoon,16:15,16:15,0,On Time,No Delay,5,627,Mail
JRN1852,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-08-14,2022,August,Monsoon,23:00,00:42,102,Major Delay,Heavy rainfall on track,7,802,Superfast
JRN1853,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-01-19,2023,January,Winter,20:30,20:30,0,On Time,No Delay,8,717,Superfast
JRN1854,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-04-01,2022,April,Summer,08:15,09:10,55,Moderate Delay,Congestion at junction,5,730,Express
JRN1855,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-03-03,2024,March,Summer,23:45,01:14,89,Major Delay,Signal failure,3,755,Superfast
JRN1856,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-01-03,2022,January,Winter,19:15,19:54,39,Moderate Delay,Dense fog signal restriction,2,906,Superfast
JRN1857,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-06-08,2022,June,Monsoon,04:15,06:03,108,Major Delay,Heavy rainfall on track,7,518,Express
JRN1858,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-08-21,2022,August,Monsoon,18:30,20:33,123,Severe Delay,Heavy rainfall on track,2,627,Mail
JRN1859,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-06-15,2024,June,Monsoon,17:15,17:15,0,On Time,No Delay,4,859,Superfast
JRN1860,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-08-10,2022,August,Monsoon,11:15,11:21,6,Minor Delay,Track waterlogging,3,764,Superfast
JRN1861,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-10-05,2022,October,Winter,10:15,10:15,0,On Time,No Delay,6,836,Mail
JRN1862,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-10-21,2022,October,Winter,17:00,18:25,85,Major Delay,Dense fog signal restriction,4,770,Mail
JRN1863,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-01-19,2023,January,Winter,07:00,07:00,0,On Time,No Delay,5,651,Superfast
JRN1864,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-05-11,2024,May,Summer,12:00,12:23,23,Minor Delay,Track maintenance,3,620,Express
JRN1865,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-07-21,2023,July,Monsoon,19:15,20:07,52,Moderate Delay,Track waterlogging,6,518,Express
JRN1866,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-06-03,2024,June,Monsoon,21:30,22:10,40,Moderate Delay,Heavy rainfall on track,6,632,Superfast
JRN1867,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-02-06,2022,February,Winter,06:30,07:12,42,Moderate Delay,Cold wave speed restriction,1,925,Superfast
JRN1868,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-03-25,2022,March,Summer,13:15,14:23,68,Major Delay,Track maintenance,3,566,Superfast
JRN1869,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-06-26,2023,June,Monsoon,17:15,17:15,0,On Time,No Delay,8,789,Mail
JRN1870,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-04-11,2023,April,Summer,07:15,07:26,11,Minor Delay,Track maintenance,1,737,Express
JRN1871,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-12-21,2022,December,Winter,06:15,06:23,8,Minor Delay,Track inspection,1,612,Express
JRN1872,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-11-14,2024,November,Winter,22:15,22:39,24,Minor Delay,Track inspection,6,698,Express
JRN1873,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-01-03,2023,January,Winter,17:30,18:19,49,Moderate Delay,Late running due to fog,3,643,Express
JRN1874,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-02-01,2023,February,Winter,11:15,11:15,0,On Time,No Delay,2,682,Express
JRN1875,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-11-15,2023,November,Winter,09:45,10:22,37,Moderate Delay,Dense fog signal restriction,6,840,Superfast
JRN1876,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2022-10-25,2022,October,Winter,19:30,20:27,57,Moderate Delay,Cold wave speed restriction,1,643,Express
JRN1877,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2024-02-19,2024,February,Winter,11:15,11:54,39,Moderate Delay,Technical snag,2,632,Superfast
JRN1878,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-12-11,2023,December,Winter,09:30,10:44,74,Major Delay,Cold wave speed restriction,1,730,Express
JRN1879,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-10-08,2022,October,Winter,16:30,17:19,49,Moderate Delay,Track inspection,7,643,Express
JRN1880,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2023-08-17,2023,August,Monsoon,12:15,12:15,0,On Time,No Delay,6,682,Express
JRN1881,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-03-06,2024,March,Summer,05:45,05:45,0,On Time,No Delay,8,660,Superfast
JRN1882,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-07-05,2023,July,Monsoon,15:30,18:18,168,Severe Delay,Flood affected route,1,706,Express
JRN1883,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-10-14,2024,October,Winter,12:15,12:52,37,Moderate Delay,Late running due to fog,5,690,Express
JRN1884,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-11-28,2024,November,Winter,23:45,23:45,0,On Time,No Delay,7,779,Mail
JRN1885,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-04-01,2023,April,Summer,18:30,18:55,25,Minor Delay,Track maintenance,5,604,Express
JRN1886,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-02-07,2023,February,Winter,22:15,22:34,19,Minor Delay,Late running due to fog,8,566,Superfast
JRN1887,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-04-19,2024,April,Summer,17:00,17:18,18,Minor Delay,Track maintenance,1,585,Superfast
JRN1888,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2024-08-22,2024,August,Monsoon,14:30,15:29,59,Moderate Delay,Flood affected route,8,774,Superfast
JRN1889,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-09-28,2023,September,Monsoon,22:45,00:40,115,Major Delay,Flood affected route,1,596,Express
JRN1890,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-07-10,2023,July,Monsoon,21:30,22:40,70,Major Delay,Track waterlogging,4,713,Mail
JRN1891,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-01-10,2024,January,Winter,17:30,18:27,57,Moderate Delay,Dense fog signal restriction,8,789,Mail
JRN1892,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-11-21,2024,November,Winter,23:30,00:00,30,Minor Delay,Cold wave speed restriction,8,811,Superfast
JRN1893,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-10-06,2022,October,Winter,17:30,17:38,8,Minor Delay,Cold wave speed restriction,2,628,Express
JRN1894,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-01-06,2022,January,Winter,09:30,09:30,0,On Time,No Delay,7,580,Mail
JRN1895,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-08-02,2023,August,Monsoon,19:00,19:59,59,Moderate Delay,Heavy rainfall on track,8,877,Superfast
JRN1896,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-07-15,2023,July,Monsoon,16:30,18:59,149,Severe Delay,Flood affected route,5,811,Superfast
JRN1897,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-09-06,2024,September,Monsoon,14:30,16:44,134,Severe Delay,Flood affected route,4,896,Superfast
JRN1898,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-03-10,2022,March,Summer,15:30,16:11,41,Moderate Delay,Engine technical issue,4,533,Express
JRN1899,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2022-12-10,2022,December,Winter,11:30,12:33,63,Major Delay,Cold wave speed restriction,7,628,Express
JRN1900,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2022-09-04,2022,September,Monsoon,17:45,18:50,65,Major Delay,Flood affected route,3,682,Express
JRN1901,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-01-28,2024,January,Winter,19:15,20:53,98,Major Delay,Cold wave speed restriction,7,789,Mail
JRN1902,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-10-08,2024,October,Winter,13:45,13:56,11,Minor Delay,Track inspection,6,698,Superfast
JRN1903,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-06-12,2024,June,Monsoon,20:45,20:45,0,On Time,No Delay,3,689,Superfast
JRN1904,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-06-18,2022,June,Monsoon,17:00,17:00,0,On Time,No Delay,5,830,Superfast
JRN1905,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-01-07,2024,January,Winter,22:45,23:00,15,Minor Delay,Technical snag,5,533,Express
JRN1906,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-04-14,2024,April,Summer,13:00,13:40,40,Moderate Delay,Late running connecting train,1,646,Mail
JRN1907,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-12-07,2022,December,Winter,04:30,04:39,9,Minor Delay,Cold wave speed restriction,4,632,Superfast
JRN1908,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-02-24,2023,February,Winter,18:15,18:35,20,Minor Delay,Track inspection,6,660,Superfast
JRN1909,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-04-04,2024,April,Summer,13:30,14:37,67,Major Delay,Late running connecting train,8,575,Superfast
JRN1910,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-06-07,2024,June,Monsoon,12:15,13:35,80,Major Delay,Signal failure due to rain,6,632,Superfast
JRN1911,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-04-28,2023,April,Summer,15:45,15:52,7,Minor Delay,Engine technical issue,4,566,Superfast
JRN1912,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-03-21,2023,March,Summer,07:45,07:45,0,On Time,No Delay,5,670,Superfast
JRN1913,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-09-24,2022,September,Monsoon,16:15,18:05,110,Major Delay,Track waterlogging,4,884,Mail
JRN1914,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-03-26,2022,March,Summer,12:00,13:30,90,Major Delay,Engine technical issue,7,575,Superfast
JRN1915,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2023-03-26,2023,March,Summer,11:45,12:51,66,Major Delay,Late running connecting train,6,628,Express
JRN1916,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-07-03,2023,July,Monsoon,21:15,22:08,53,Moderate Delay,Flood affected route,8,726,Superfast
JRN1917,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-11-20,2024,November,Winter,07:30,08:03,33,Moderate Delay,Technical snag,3,690,Express
JRN1918,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-09-03,2022,September,Monsoon,14:45,15:23,38,Moderate Delay,Heavy rainfall on track,8,708,Superfast
JRN1919,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2024-02-28,2024,February,Winter,13:45,14:38,53,Moderate Delay,Cold wave speed restriction,5,774,Superfast
JRN1920,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-02-13,2024,February,Winter,09:15,11:07,112,Major Delay,Track inspection,7,703,Mail
JRN1921,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-07-09,2023,July,Monsoon,19:45,20:05,20,Minor Delay,Flood affected route,8,877,Superfast
JRN1922,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-06-07,2022,June,Monsoon,16:30,18:23,113,Major Delay,Heavy rainfall on track,8,632,Superfast
JRN1923,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-01-26,2023,January,Winter,15:00,15:27,27,Minor Delay,Technical snag,3,774,Superfast
JRN1924,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-05-24,2022,May,Summer,13:00,13:00,0,On Time,No Delay,4,821,Superfast
JRN1925,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-12-13,2024,December,Winter,15:45,15:52,7,Minor Delay,Cold wave speed restriction,6,774,Superfast
JRN1926,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-06-02,2024,June,Monsoon,06:30,07:43,73,Major Delay,Heavy rainfall on track,3,620,Express
JRN1927,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-05-26,2024,May,Summer,13:00,13:45,45,Moderate Delay,Engine technical issue,6,915,Superfast
JRN1928,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-08-07,2023,August,Monsoon,21:00,21:00,0,On Time,No Delay,7,608,Mail
JRN1929,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-08-04,2023,August,Monsoon,07:45,08:32,47,Moderate Delay,Heavy rainfall on track,4,736,Superfast
JRN1930,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2023-12-08,2023,December,Winter,08:30,08:32,2,Minor Delay,Technical snag,7,830,Superfast
JRN1931,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-05-15,2023,May,Summer,23:15,00:22,67,Major Delay,Congestion at junction,1,623,Superfast
JRN1932,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-04-13,2023,April,Summer,15:00,16:03,63,Major Delay,Late running connecting train,6,566,Superfast
JRN1933,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-07-27,2024,July,Monsoon,20:15,21:59,104,Major Delay,Track waterlogging,2,792,Superfast
JRN1934,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-07-28,2022,July,Monsoon,18:30,21:09,159,Severe Delay,Heavy rainfall on track,3,594,Superfast
JRN1935,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2022-02-18,2022,February,Winter,15:15,15:46,31,Moderate Delay,Cold wave speed restriction,7,726,Superfast
JRN1936,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-02-16,2023,February,Winter,14:00,14:20,20,Minor Delay,Track inspection,2,753,Express
JRN1937,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-12-07,2022,December,Winter,18:15,18:15,0,On Time,No Delay,5,565,Express
JRN1938,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-07-08,2023,July,Monsoon,05:15,07:24,129,Severe Delay,Signal failure due to rain,4,779,Mail
JRN1939,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-10-13,2023,October,Winter,23:45,00:01,16,Minor Delay,Cold wave speed restriction,2,557,Express
JRN1940,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-03-16,2024,March,Summer,08:00,09:31,91,Major Delay,Late running connecting train,7,811,Superfast
JRN1941,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-03-13,2023,March,Summer,11:30,12:24,54,Moderate Delay,Signal failure,1,802,Superfast
JRN1942,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-10-10,2022,October,Winter,05:00,05:26,26,Minor Delay,Track inspection,3,877,Superfast
JRN1943,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-12-13,2022,December,Winter,17:15,17:31,16,Minor Delay,Cold wave speed restriction,2,849,Superfast
JRN1944,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-01-03,2023,January,Winter,20:00,20:04,4,Minor Delay,Late running due to fog,1,915,Superfast
JRN1945,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-05-20,2022,May,Summer,09:15,09:15,0,On Time,No Delay,1,604,Superfast
JRN1946,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-03-04,2022,March,Summer,21:15,22:37,82,Major Delay,Congestion at junction,7,533,Express
JRN1947,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-08-09,2023,August,Monsoon,09:00,09:00,0,On Time,No Delay,7,717,Superfast
JRN1948,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-12-06,2024,December,Winter,17:30,17:30,0,On Time,No Delay,7,689,Superfast
JRN1949,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-06-12,2024,June,Monsoon,04:15,06:31,136,Severe Delay,Track waterlogging,8,549,Express
JRN1950,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2022-04-20,2022,April,Summer,14:30,15:24,54,Moderate Delay,Signal failure,6,887,Superfast
JRN1951,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-05-11,2022,May,Summer,11:45,12:42,57,Moderate Delay,Signal failure,1,726,Superfast
JRN1952,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-07-07,2022,July,Monsoon,10:30,13:43,193,Severe Delay,Signal failure due to rain,3,755,Superfast
JRN1953,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-05-19,2023,May,Summer,16:45,18:15,90,Major Delay,Late running connecting train,1,785,Express
JRN1954,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-03-07,2022,March,Summer,14:30,15:23,53,Moderate Delay,Late running connecting train,4,783,Superfast
JRN1955,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-03-03,2023,March,Summer,10:00,10:28,28,Minor Delay,Signal failure,5,549,Express
JRN1956,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-06-13,2024,June,Monsoon,19:15,21:43,148,Severe Delay,Landslide near track,5,736,Superfast
JRN1957,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-11-23,2023,November,Winter,04:45,05:00,15,Minor Delay,Dense fog signal restriction,3,525,Express
